id_a,id_b,cosine_similarity,title_norm_a,title_a,title_norm_b,title_b
97380,99283,0.9131208506866242,the collected stories,The Collected Stories,collected stories,Collected Stories
97393,97394,0.962486579294507,the poems of francois villon,The Poems of François Villon,poems of francois villon,Poems of François Villon
3483,97473,1.0,special topics in calamity physics,Special Topics in Calamity Physics,special topics in calamity physics,Special Topics in Calamity Physics
97524,97666,0.8519026102518307,the rise and fall of jim crow,The Rise and Fall of Jim Crow,the rise fall of jim crow,The Rise & Fall of Jim Crow
12502,97533,1.0,mccarthy s bar a journey of discovery in ireland,McCarthy's Bar: A Journey of Discovery in Ireland,mccarthy s bar a journey of discovery in ireland,McCarthy's Bar: A Journey of Discovery In Ireland
41711,97595,1.0,fire ice numa files 3,"Fire Ice (NUMA Files, #3)",fire ice numa files 3,"Fire Ice (NUMA Files, #3)"
81670,97720,1.0,great expectations,Great Expectations,great expectations,Great Expectations
1989,97720,1.0,great expectations,Great Expectations,great expectations,Great Expectations
97779,97780,0.9324710509497653,then sings my soul 150 of the world s greatest hymn stories,Then Sings My Soul: 150 of the World's Greatest Hymn Stories,then sings my soul 150 of the world s greatest hymn stories then sings my soul 2,"Then Sings My Soul: 150 of the World's Greatest Hymn Stories (Then Sings My Soul, #2)"
97868,97870,0.9498420863947388,our bodies ourselves a book by and for women,"Our Bodies, Ourselves: A Book by and for Women",new our bodies ourselves a book by and for women,"New Our Bodies, Ourselves: A Book by and for Women"
15901,97884,0.9999999999999999,friends lovers chocolate isabel dalhousie 2,"Friends, Lovers, Chocolate (Isabel Dalhousie, #2)",friends lovers chocolate isabel dalhousie 2,"Friends, Lovers, Chocolate (Isabel Dalhousie, #2)"
7058,97886,0.9999999999999999,the good husband of zebra drive no 1 ladies detective agency 8,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),the good husband of zebra drive no 1 ladies detective agency 8,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)"
7059,97887,1.0,morality for beautiful girls no 1 ladies detective agency 3,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",morality for beautiful girls no 1 ladies detective agency 3,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)"
7035,97887,1.0,morality for beautiful girls no 1 ladies detective agency 3,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),morality for beautiful girls no 1 ladies detective agency 3,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)"
7041,97898,0.9999999999999999,the full cupboard of life no 1 ladies detective agency 5,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",the full cupboard of life no 1 ladies detective agency 5,The Full Cupboard of Life (No. 1 Ladies' Detective Agency #5)
81135,97953,1.0,north,North,north,North
49391,97993,0.9999999999999994,crown of fire forgotten realms the harpers 9 shandril s saga 2,"Crown of Fire (Forgotten Realms: The Harpers, #9; Shandril's Saga, #2)",crown of fire forgotten realms the harpers 9 shandril s saga 2,"Crown of Fire (Forgotten Realms: The Harpers, #9; Shandril's Saga, #2)"
97995,97999,0.9443331796911889,elfquest archives vol 1,"Elfquest Archives, Vol. 1",elfquest archives vol 4,"Elfquest Archives, Vol. 4"
43173,98047,1.0,d v,D V,d v,D.V.
98114,98769,0.8575432653123374,the best american short stories 1984,The Best American Short Stories 1984,the best american short stories 1995 best american short stories,The Best American Short Stories 1995 (Best American Short Stories)
98160,98161,0.8634492283226709,gertrude and claudius,Gertrude and Claudius,gertrude und claudius,Gertrude und Claudius.
20845,98184,1.0,homicide,Homicide,homicide,Homicide
54247,98213,1.0,songs of the doomed more notes on the death of the american dream,Songs of the Doomed: More Notes on the Death of the American Dream,songs of the doomed more notes on the death of the american dream,Songs of the Doomed: More Notes on the Death of the American Dream
18866,98215,1.0,kingdom of fear loathsome secrets of a star crossed child in the final days of the american century,Kingdom of Fear: Loathsome Secrets of a Star-crossed Child in the Final Days of the American Century,kingdom of fear loathsome secrets of a star crossed child in the final days of the american century,Kingdom of Fear: Loathsome Secrets of a Star-Crossed Child in the Final Days of the American Century
98362,98364,0.9520446466815098,ghost soldier,Ghost Soldier,ghost soldiers,Ghost Soldiers
8530,98373,1.0,risk,Risk,risk,Risk
77070,98373,1.0,risk,Risk,risk,Risk
98375,98378,1.0,a death in brazil,A Death In Brazil,a death in brazil,A Death in Brazil
98411,98413,0.8612659780495657,nana vol 2,"Nana, Vol. 2",nana vol 1,"Nana, Vol. 1"
98413,98414,0.8539066567826348,nana vol 1,"Nana, Vol. 1",nana vol 3,"Nana, Vol. 3"
98441,98444,1.0,mufaro s beautiful daughters an african tale,Mufaro's Beautiful Daughters: An African Tale,mufaro s beautiful daughters an african tale,Mufaro's beautiful daughters: An African Tale
98463,98464,0.8618241455891184,rage against the machine bass,Rage Against the Machine* (Bass),rage against the machine,Rage Against The Machine
98567,98568,0.9043441178137732,microsoft visual basic 2005 reloaded,Microsoft Visual Basic 2005: Reloaded,microsoft visual basic 2005 reloaded advanced,"Microsoft Visual Basic 2005: Reloaded, Advanced"
98645,98646,1.0,edwin mullhouse the life and death of an american writer 1943 1954 by jeffrey cartwright,Edwin Mullhouse: The Life and Death of an American Writer 1943-1954 by Jeffrey Cartwright,edwin mullhouse the life and death of an american writer 1943 1954 by jeffrey cartwright,"Edwin Mullhouse, The Life And Death Of An American Writer 1943-1954 by Jeffrey Cartwright"
98650,98651,0.924463241599409,william faulkner s absalom absalom a critical study,"William Faulkner's Absalom, Absalom!: A Critical Study.",william faulkner s absalom absalom a critical casebook,"William Faulkner's Absalom, Absalom!: A Critical Casebook"
98664,98667,0.8924727482516788,marie antoinette,Marie Antoinette,moi marie antoinette,Moi & Marie Antoinette
98670,98672,1.0,profiles in courage,Profiles in Courage,profiles in courage,Profiles In Courage
98695,98700,0.9490549064496367,most of the most of s j perelman,Most of the Most of S.J. Perelman,the most of s j perelman,The Most Of S.J.Perelman
98740,98741,0.8513118033854672,chilton s import car repair manual 1998 2002 perennial edition,"Chilton S Import Car Repair Manual, 1998-2002 - Perennial Edition",chilton s suv repair manual 1998 2002 perennial edition,"Chilton's Suv Repair Manual, 1998-2002 - Perennial Edition"
98894,98895,0.9756143520493271,poisoned embrace a brief history of sexual pessimism,Poisoned Embrace: A Brief History of Sexual Pessimism,the poisoned embrace a brief history of sexual pessimism,The Poisoned Embrace: A Brief History of Sexual Pessimism
464,98945,1.0,collected poems,Collected Poems,collected poems,Collected Poems
32858,98992,1.0,joan of arc,Joan of Arc,joan of arc,Joan of Arc
33672,99056,0.9999999999999999,thriller stories to keep you up all night,Thriller: Stories To Keep You Up All Night,thriller stories to keep you up all night,Thriller: Stories to Keep You Up All Night
99071,99072,0.8727477832904237,rotten no irish no blacks no dogs,"Rotten: No Irish, No Blacks, No Dogs",rotten no irish no blacks no dogs the autobiography,"Rotten: No Irish, No Blacks, No Dogs- The Autobiography"
99107,99111,0.9193474584093649,winnie the pooh winnie the pooh 1,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",the world of winnie the pooh winnie the pooh 1 2,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)"
99107,99110,0.8548997075976116,winnie the pooh winnie the pooh 1,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",the complete tales and poems of winnie the pooh winnie the pooh 1 4,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)"
654,99140,1.0,great short works,Great Short Works,great short works,Great Short Works
99144,99159,0.880234627762655,the unabridged mark twain vol 2,"The Unabridged Mark Twain, Vol. 2",the unabridged mark twain 2,The Unabridged Mark Twain 2
38747,99145,1.0,roughing it,Roughing It,roughing it,Roughing It
99201,99206,0.9514995826995831,the best american magazine writing 2004,The Best American Magazine Writing 2004,the best american magazine writing 2000,The Best American Magazine Writing 2000
99201,99205,0.9491812331194767,the best american magazine writing 2004,The Best American Magazine Writing 2004,the best american magazine writing 2005,The Best American Magazine Writing 2005
99203,99206,0.9513484378668334,the best american magazine writing 2002,The Best American Magazine Writing 2002,the best american magazine writing 2000,The Best American Magazine Writing 2000
53297,99203,0.9498645461044014,the best american magazine writing 2006,The Best American Magazine Writing 2006,the best american magazine writing 2002,The Best American Magazine Writing 2002
54751,99203,0.9493788739005702,the best american magazine writing 2003,The Best American Magazine Writing 2003,the best american magazine writing 2002,The Best American Magazine Writing 2002
99203,99205,0.9490304565544231,the best american magazine writing 2002,The Best American Magazine Writing 2002,the best american magazine writing 2005,The Best American Magazine Writing 2005
99205,99206,0.951610426054851,the best american magazine writing 2005,The Best American Magazine Writing 2005,the best american magazine writing 2000,The Best American Magazine Writing 2000
99206,99207,0.9510976100990151,the best american magazine writing 2000,The Best American Magazine Writing 2000,the best american magazine writing 2001,The Best American Magazine Writing 2001
53297,99207,0.9496141095720597,the best american magazine writing 2006,The Best American Magazine Writing 2006,the best american magazine writing 2001,The Best American Magazine Writing 2001
54751,99207,0.9491285654181308,the best american magazine writing 2003,The Best American Magazine Writing 2003,the best american magazine writing 2001,The Best American Magazine Writing 2001
99205,99207,0.9487802399339565,the best american magazine writing 2005,The Best American Magazine Writing 2005,the best american magazine writing 2001,The Best American Magazine Writing 2001
20250,99220,1.0,the battle of corrin legends of dune 3,"The Battle Of Corrin (Legends of Dune, #3)",the battle of corrin legends of dune 3,"The Battle of Corrin (Legends of Dune, #3)"
33836,99245,1.0,nightfall,Nightfall,nightfall,Nightfall
83431,99283,1.0,collected stories,Collected Stories,collected stories,Collected Stories
759,99283,1.0,collected stories,Collected Stories,collected stories,Collected Stories
99300,99302,0.8536893617042818,the yellow wallpaper and other stories,The Yellow Wallpaper and Other Stories,the yellow wallpaper and other writings,The Yellow Wallpaper and Other Writings
99302,99306,0.941564561088908,the yellow wallpaper and other writings,The Yellow Wallpaper and Other Writings,yellow wallpaper and other writings,Yellow Wallpaper and Other Writings
54805,99314,0.9999999999999999,telegraph days,Telegraph Days,telegraph days,Telegraph Days
28862,99319,1.0,the prince,The Prince,the prince,The Prince
31204,99330,1.0,tom jones,Tom Jones,tom jones,Tom Jones
3685,99356,1.0,black beauty,Black Beauty,black beauty,Black Beauty
47127,99651,1.0,writing with intent essays reviews personal prose 1983 2005,"Writing with Intent: Essays, Reviews, Personal Prose: 1983-2005",writing with intent essays reviews personal prose 1983 2005,"Writing with Intent: Essays, Reviews, Personal Prose, 1983-2005"
99654,99655,0.886701218140763,the gardens of kyoto,The Gardens Of Kyoto,a guide to the gardens of kyoto,A Guide to the Gardens of Kyoto
37706,99737,1.0,islands,Islands,islands,Islands
99738,99751,0.856882369237812,the island stallion the black stallion 4,"The Island Stallion (The Black Stallion, #4)",the island stallion s fury the black stallion 7,"The Island Stallion's Fury (The Black Stallion, #7)"
99767,99770,1.0,stoned,Stoned,2stoned,2Stoned
99932,99934,1.0,social theory the multicultural and classic readings,Social Theory: The Multicultural and Classic Readings,social theory the multicultural and classic readings,Social Theory: The Multicultural And Classic Readings
80381,99935,1.0,power,Power,power,Power
99942,99945,0.8751764492638834,the bhagavad gita,The Bhagavad Gita,bhagavad gita,Bhagavad Gita
99982,99997,0.9395313610086182,the best american science writing 2001,The Best American Science Writing 2001,the best american science writing 2004,The Best American Science Writing 2004
99983,99992,0.9547059692575103,the best american science and nature writing 2001,The Best American Science and Nature Writing 2001,the best american science and nature writing 2000,The Best American Science and Nature Writing 2000
22437,99983,0.9533267924872959,the best american science and nature writing 2006,The Best American Science and Nature Writing 2006,the best american science and nature writing 2001,The Best American Science and Nature Writing 2001
99983,99991,0.9528752894766387,the best american science and nature writing 2001,The Best American Science and Nature Writing 2001,the best american science and nature writing 2003,The Best American Science and Nature Writing 2003
