id,name,ratingdist1,pagesnumber,ratingdist4,ratingdisttotal,publishmonth,publishday,publisher,countsofreview,publishyear,language,authors,rating,ratingdist2,ratingdist5,isbn,ratingdist3,__title_norm__,removal_reason
89574,Tales of a Fourth Grade Nothing (Fudge),1:2447,0,4:42437,total:128957,6,6,Listening Library,1,2000,,Judy Blume,4.1,2:4802,5:54877,0807277681,3:24394,tales of a fourth grade nothing fudge,duplicate_title
89609,Hawaii,1:0,564,4:23,total:59,1,4,,5,2005,eng,Glenda Bendure,3.71,2:3,5:11,1740598717,3:22,hawaii,duplicate_title
89649,"The Kurosagi Corpse Delivery Service, Volume 2",1:3,232,4:393,total:900,20,2,Dark Horse Manga,62,2007,eng,Eiji Otsuka,4.06,2:24,5:295,1593075936,3:185,the kurosagi corpse delivery service volume 2,duplicate_title
89659,Exquisite Corpse,1:4,235,4:70,total:226,29,4,Harry N. Abrams,13,2003,,Robert Irwin,3.75,2:15,5:61,1585673862,3:76,exquisite corpse,duplicate_title
89665,"The Kurosagi Corpse Delivery Service, Volume 3",1:3,208,4:350,total:776,3,4,Dark Horse Manga,42,2007,eng,Eiji Otsuka,4.08,2:18,5:256,1593075944,3:149,the kurosagi corpse delivery service volume 3,duplicate_title
89725,The Lottery: and Other Stories,1:792,320,4:22949,total:61424,5,7,The Modern Library,24,2000,,Shirley Jackson,4.06,2:2597,5:23213,0679640398,3:11873,the lottery and other stories,duplicate_title
89745,Freak the Mighty,1:975,192,4:14837,total:43458,1,6,Scholastic Inc.,14,2005,,Rodman Philbrick,4.01,2:2409,5:16684,0439771293,3:8553,freak the mighty,duplicate_title
89753,Naked,1:3254,3,4:90412,total:230058,1,4,Hachette Audio,11,1997,eng,David Sedaris,4.09,2:8018,5:87555,1570424810,3:40819,naked,duplicate_title
89766,Esperanza Renace (Esperanza Rising),1:1448,275,4:23980,total:67024,1,12,Turtleback Books,4,2002,,Pam Muñoz Ryan,3.98,2:3652,5:23987,0606249656,3:13957,esperanza renace esperanza rising,duplicate_title
89815,"Kabuki, Vol. 5: Metamorphosis",1:3,280,4:210,total:763,31,1,Image Comics,31,2006,,David W. Mack,4.48,2:11,5:469,1582402035,3:70,kabuki vol 5 metamorphosis,duplicate_title
89853,Colette,1:1,161,4:0,total:4,1,10,Twayne Publishers,1,1996,,Joan Hinde Stewart,2.75,2:1,5:1,0805745521,3:1,colette,duplicate_title
89890,"Vegas Heat (Vegas, #2)",1:13,480,4:452,total:1560,1,10,Zebra,38,1997,eng,Fern Michaels,4.22,2:58,5:766,0821776681,3:271,vegas heat vegas 2,duplicate_title
89896,Marketing,1:0,256,4:0,total:0,18,10,,0,2006,,Cram101 Textbook Reviews,0.0,2:0,5:0,1428804889,3:0,marketing,duplicate_title
89970,"Getting Everything You Can Out of All You've Got: 21 Ways You Can Out-Think, Out-Perform and Out-Earn the Competition",1:220,382,4:1997,total:7215,1,4,Judy Piatkus,0,2001,,Jay Abraham,3.98,2:516,5:3018,0749921692,3:1464,getting everything you can out of all you ve got 21 ways you can out think out perform and out earn the competition,duplicate_title
90008,The Complete Hammer's Slammers Volume 1,1:6,500,4:371,total:1056,1,12,Night Shade,20,2005,,David Drake,4.17,2:34,5:457,189238969X,3:188,the complete hammer s slammers volume 1,duplicate_title
90049,The Collected Poems,1:29,304,4:978,total:3252,17,3,W. W. Norton  Company,9,2007,,Constantinos P. Cavafy,4.38,2:69,5:1822,0393328996,3:354,the collected poems,duplicate_title
90153,The Third Man,1:0,87,4:17,total:50,8,10,British Film Institute,6,2003,eng,Rob    White,3.78,2:4,5:13,085170963X,3:16,the third man,duplicate_title
90160,Riders of the Purple Sage (Riders of the Purple Sage #1),1:295,320,4:3207,total:9634,10,12,Modern Library,715,2002,,Zane Grey,3.71,2:830,5:2527,0812966120,3:2775,riders of the purple sage riders of the purple sage 1,duplicate_title
90161,Riders of the Purple Sage,1:295,320,4:3207,total:9634,31,10,Forge Books,4,2006,,Zane Grey,3.71,2:830,5:2527,0765357313,3:2775,riders of the purple sage,duplicate_title
90163,The Riders of the Purple Sage,1:295,416,4:3207,total:9634,20,2,1st World Library - Literary Society,0,2006,,Zane Grey,3.71,2:830,5:2527,1421808846,3:2775,the riders of the purple sage,duplicate_title
90183,The battle with the slum,1:1,484,4:19,total:47,13,9,University of Michigan Library,0,2006,,Jacob A. Riis,3.74,2:4,5:11,1418188638,3:12,the battle with the slum,duplicate_title
90231,Winston Churchill,1:3,160,4:32,total:97,14,4,DK,4,2003,,James C. Humes,3.75,2:7,5:27,0789493187,3:28,winston churchill,duplicate_title
90312,"Collected Short Stories: Volume 2 (Collected Short Stories of W. Somerset Maugham, #2)",1:3,432,4:325,total:907,28,2,Penguin (Non-Classics),14,1991,,W. Somerset Maugham,4.36,2:15,5:463,0140018727,3:101,collected short stories volume 2 collected short stories of w somerset maugham 2,duplicate_title
90341,The Turn of the Screw & the Aspern Papers,1:181,308,4:2613,total:7278,24,1,Pomona Press,0,2007,,Henry James,3.79,2:584,5:2039,1406790206,3:1861,the turn of the screw the aspern papers,duplicate_title
90414,"El caballero del jubón amarillo (Las aventuras del capitán Alatriste, #5)",1:24,624,4:1093,total:2454,1,4,Punto de Lectura,38,2005,,Arturo Pérez-Reverte,3.88,2:96,5:603,8466315896,3:638,el caballero del jubon amarillo las aventuras del capitan alatriste 5,duplicate_title
90468,First in His Class: A Biography Of Bill Clinton,1:30,512,4:578,total:1520,1,3,Simon & Schuster,4,1995,,David Maraniss,4.04,2:67,5:565,0671871099,3:280,first in his class a biography of bill clinton,duplicate_title
90495,Selected Poems: Ford Madox Ford,1:0,160,4:3,total:7,28,5,Carcanet Press Ltd.,1,2006,,Ford Madox Ford,3.5700000000000003,2:1,5:1,1857547136,3:2,selected poems ford madox ford,duplicate_title
90566,"The Fragile Absolute: Or, Why the Christian Legacy Is Worth Fighting For?",1:27,182,4:294,total:837,17,4,Verso,3,2000,,Slavoj Žižek,3.72,2:57,5:211,1859847706,3:248,the fragile absolute or why the christian legacy is worth fighting for,duplicate_title
90587,Da Capo Best Music Writing 2002,1:0,368,4:37,total:69,3,10,Da Capo Press,3,2002,,Jonathan Lethem,3.68,2:4,5:7,0306811669,3:21,da capo best music writing 2002,duplicate_title
90668,The William Carlos Williams Reader,1:1,454,4:28,total:83,17,1,New Directions,3,1966,,William Carlos Williams,4.28,2:2,5:41,0811202399,3:11,the william carlos williams reader,duplicate_title
90674,The Selected Letters,1:0,346,4:4,total:18,17,2,New Directions,1,1985,,William Carlos Williams,3.94,2:1,5:7,0811209342,3:6,the selected letters,duplicate_title
90687,Lyddie,1:292,192,4:2074,total:6011,21,4,Puffin,4,2005,eng,Katherine Paterson,3.61,2:549,5:1355,0142404381,3:1741,lyddie,duplicate_title
90794,Adam Bede,1:717,0,4:8134,total:22558,1,2,Tantor Media,0,2006,,George Eliot,3.79,2:1656,5:6382,1400132126,3:5669,adam bede,duplicate_title
90800,Only Revolutions,1:645,360,4:1236,total:5214,10,7,Pantheon,62,2007,,Mark Z. Danielewski,3.21,2:896,5:1024,0375713905,3:1413,only revolutions,duplicate_title
90803,Essay on the Freedom of the Will,1:0,128,4:221,total:527,1,12,"Library of Liberal Arts/Bobbs-Merrill (Indianapolis, IN)",0,1960,,Arthur Schopenhauer,4.16,2:17,5:204,0672602482,3:85,essay on the freedom of the will,duplicate_title
90820,Selected Poems,1:7,220,4:254,total:647,5,10,Library of America,6,2006,eng,Carl Sandburg,4.05,2:27,5:232,159853100X,3:127,selected poems,duplicate_title
90822,Abraham Lincoln: The Prairie Years and the War Years,1:76,762,4:1390,total:4675,1,8,Galahad Books,149,2005,eng,Carl Sandburg,4.27,2:133,5:2427,0883658321,3:649,abraham lincoln the prairie years and the war years,duplicate_title
90872,Self-Help,1:88,163,4:3798,total:9951,13,3,Vintage,668,2007,eng,Lorrie Moore,4.2,2:318,5:4325,0307277291,3:1422,self help,duplicate_title
90873,Anagrams,1:48,240,4:1374,total:3673,13,3,Vintage,74,2007,eng,Lorrie Moore,3.95,2:237,5:1223,0307277283,3:791,anagrams,duplicate_title
90876,The Corrections,1:7525,567,4:53729,total:152178,1,9,Picador USA,0,2002,eng,Jonathan Franzen,3.8,2:12413,5:47419,0312421613,3:31092,the corrections,duplicate_title
90886,The Man in the Gray Flannel Suit,1:22,288,4:1171,total:2641,23,10,Da Capo Press,226,2002,eng,Sloan Wilson,3.83,2:142,5:604,1568582463,3:702,the man in the gray flannel suit,duplicate_title
91037,Western Civilization: The Continuing Experiment to 1500,1:4,464,4:10,total:34,1,9,,0,1997,,Thomas F.X. Noble,3.24,2:4,5:5,0395870658,3:11,western civilization the continuing experiment to 1500,duplicate_title
91077,The Partly Cloudy Patriot,1:738,0,4:11173,total:26881,1,10,Simon & Schuster Audio,5,2003,,Sarah Vowell,3.88,2:1331,5:7619,074353347X,3:6020,the partly cloudy patriot,duplicate_title
91083,"The Puppet Masters: Spies, Traitors and the Real Forces Behind World Events",1:3,480,4:38,total:105,10,11,Phoenix,3,2005,eng,John Hughes-Wilson,3.73,2:9,5:27,0304367109,3:28,the puppet masters spies traitors and the real forces behind world events,duplicate_title
91256,"Beezus and Ramona & Ramona and Her Father (Ramona, #1, #4)",1:1,0,4:28,total:84,13,3,Listening Library (Audio),5,2007,eng,Beverly Cleary,4.31,2:0,5:42,0739338897,3:13,beezus and ramona ramona and her father ramona 1 4,duplicate_title
91329,Customizing AutoCAD 2007,1:0,672,4:0,total:0,1,8,Autodesk Press,0,2006,,Sham Tickoo,0.0,2:0,5:0,1418049018,3:0,customizing autocad 2007,duplicate_title
91356,Something Happened to Me,1:0,36,4:0,total:1,1,3,Mother Courage Press,0,1985,,Phyllis E. Sweet,5.0,2:0,5:1,0941300005,3:0,something happened to me,duplicate_title
91390,Desde mi cielo,1:69489,348,4:684187,total:1947102,1,1,Circulo de Lectores,4,2003,spa,Alice Sebold,3.81,2:145820,5:587860,8467201177,3:459746,desde mi cielo,duplicate_title
91416,D'aulaires' Book of Greek Myths,1:110,192,4:4625,total:16164,19,9,Doubleday Books for Young Readers,7,1962,eng,Ingri d'Aulaire,4.4,2:269,5:9277,0385071086,3:1883,d aulaires book of greek myths,duplicate_title
91420,George Washington,1:12,64,4:290,total:885,15,4,Doubleday Books for Young Readers,0,1987,,Ingri d'Aulaire,4.26,2:30,5:440,0385241070,3:113,george washington,duplicate_title
91472,"Stormwatch: Team Achilles, Vol. 2",1:4,176,4:21,total:52,1,1,Wildstorm,0,2004,,Micah Ian Wright,3.65,2:3,5:12,1401201237,3:12,stormwatch team achilles vol 2,duplicate_title
91484,"The Torment Of Others (Tony Hill & Carol Jordan, #4)",1:40,416,4:3104,total:6994,29,8,St. Martin's Paperbacks,18,2006,en-US,Val McDermid,4.15,2:129,5:2587,0312936095,3:1134,the torment of others tony hill carol jordan 4,duplicate_title
91492,Stranger in a Strange Land,1:11636,414,4:81433,total:267273,1,1,Berkley,11,1971,eng,Robert A. Heinlein,3.92,2:18885,5:103018,0425017567,3:52301,stranger in a strange land,duplicate_title
91501,The Trial,1:5115,288,4:78582,total:216519,28,3,Schocken,45,1995,eng,Franz Kafka,3.97,2:12576,5:77638,0805208488,3:42608,the trial,duplicate_title
91520,The Shadow of the Sun,1:10,324,4:147,total:484,16,4,Mariner Books,37,1993,,A.S. Byatt,3.43,2:61,5:71,0156814161,3:195,the shadow of the sun,duplicate_title
91561,Down and Out in Paris and London,1:329,7,4:24488,total:56583,1,2,Blackstone Audiobooks,18,2007,eng,George Orwell,4.11,2:1648,5:20250,0786161477,3:9868,down and out in paris and london,duplicate_title
91563,The Measure of a Man: A Spiritual Autobiography,1:293,243,4:3354,total:9893,26,1,HarperOne,936,2007,,Sidney Poitier,3.72,2:877,5:2610,0061357901,3:2759,the measure of a man a spiritual autobiography,duplicate_title
91564,Measure for Measure,1:308,138,4:7298,total:21247,8,4,"Oxford University Press, USA",3,2004,eng,William Shakespeare,3.68,2:1831,5:4754,0198320108,3:7056,measure for measure,duplicate_title
91583,"Narrative of the Life of Frederick Douglass, An American Slave and Essays",1:2478,128,4:28927,total:87827,13,7,Cengage Learning,51,2004,eng,Frederick Douglass,4.02,2:4646,5:35251,0534521185,3:16525,narrative of the life of frederick douglass an american slave and essays,duplicate_title
91587,"The Narrative of the Life of Frederick Douglass, An American Slave",1:2478,160,4:28927,total:87827,1,8,Barnes  Noble Classics,144,2005,eng,Frederick Douglass,4.02,2:4646,5:35251,1593080417,3:16525,the narrative of the life of frederick douglass an american slave,duplicate_title
91609,The Tempest,1:1,18,4:60,total:183,1,6,Brimax Books,2,1996,,John Escott,3.72,2:15,5:44,1858542707,3:63,the tempest,duplicate_title
91646,The Principles of Psychology - Vol I,1:10,436,4:205,total:615,8,5,Hesperides Press,0,2006,,William  James,4.17,2:19,5:278,1406702951,3:103,the principles of psychology vol i,duplicate_title
91655,W or The Memory of Childhood,1:43,176,4:924,total:2410,6,11,Harvill Press,0,1989,,Georges Perec,3.88,2:145,5:711,1860461662,3:587,w or the memory of childhood,duplicate_title
91671,The Photobook: A History - Volume I,1:0,320,4:31,total:77,1,12,Phaidon Press,3,2004,,Martin Parr,4.55,2:0,5:44,0714842850,3:2,the photobook a history volume i,duplicate_title
91678,Bleak House,1:2359,0,4:30243,total:91868,1,10,Tantor Media,4,2006,eng,Charles Dickens,4.01,2:5366,5:36452,1400102642,3:17448,bleak house,duplicate_title
91701,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",1:71,7,4:11245,total:24793,1,11,Recorded Books,1,2006,,Alexander McCall Smith,4.06,2:452,5:7791,1419388975,3:5234,blue shoes and happiness no 1 ladies detective agency 7,duplicate_title
91797,The History of Torture and Execution: From Early Civilization through Medieval Times to the Present,1:2,192,4:29,total:62,1,3,Lyons Press,3,2003,,Jean Kellaway,3.77,2:1,5:12,1585746223,3:18,the history of torture and execution from early civilization through medieval times to the present,duplicate_title
91805,Behold the Many,1:9,341,4:75,total:182,23,1,Picador USA,33,2007,,Lois-Ann Yamanaka,3.88,2:6,5:55,0312426542,3:37,behold the many,duplicate_title
91865,This Side of Paradise,1:1411,322,4:20511,total:57124,31,5,Modern Library,29,2005,,F. Scott Fitzgerald,3.67,2:5262,5:12922,0345481224,3:17018,this side of paradise,duplicate_title
91878,The Sun Also Rises,1:11321,247,4:123496,total:355469,1,3,Collier Books; Macmillan Publishing Company,127,1987,eng,Ernest Hemingway,3.82,2:28357,5:109443,0020518706,3:82852,the sun also rises,duplicate_title
91884,The October Country,1:63,276,4:5115,total:13186,12,4,Del Rey Books,44,1985,en-US,Ray Bradbury,4.15,2:390,5:5295,034532448X,3:2323,the october country,duplicate_title
91886,City,1:120,336,4:1170,total:3580,17,6,Vintage,89,2003,,Alessandro Baricco,3.76,2:332,5:1054,0375725482,3:904,city,duplicate_title
91903,About a Boy,1:1213,286,4:53452,total:120930,30,3,Indigo,47,1999,eng,Nick Hornby,3.8,2:6025,5:25659,0575400951,3:34581,about a boy,duplicate_title
91910,Persuasion,1:9272,400,4:163610,total:499902,1,1,Penguin,46,1998,eng,Jane Austen,4.14,2:19437,5:221697,0140430059,3:85886,persuasion,duplicate_title
91917,Jane Austen: Pride and Prejudice * Mansfield Park * Persuasion,1:45,832,4:950,total:3710,1,8,Chancellor Press,1,2004,,Jane Austen,4.48,2:68,5:2347,1402718896,3:300,jane austen pride and prejudice mansfield park persuasion,duplicate_title
91932,Annals of the Former World,1:56,704,4:1006,total:3479,10,6,"Farrar, Straus and Giroux",13,1998,eng,John McPhee,4.34,2:100,5:1938,0374105200,3:379,annals of the former world,duplicate_title
91953,Leviathan,1:1041,736,4:12097,total:36037,19,11,Penguin Books,494,1981,eng,Thomas Hobbes,3.7,2:3216,5:9169,0140431950,3:10514,leviathan,duplicate_title
91971,"The Waterborn (Children of the Changeling, #1)",1:21,436,4:453,total:1137,23,7,Del Rey,45,1996,en-US,Greg Keyes,3.81,2:72,5:289,0345403932,3:302,the waterborn children of the changeling 1,duplicate_title
91973,"A Clash of Kings (A Song of Ice and Fire, #2)",1:2928,761,4:269685,total:758568,2,2,Bantam Spectra,146,1999,eng,George R.R. Martin,4.41,2:9090,5:408860,,3:68005,a clash of kings a song of ice and fire 2,duplicate_title
91976,"Aces High (Wild Cards, #2)",1:49,368,4:2033,total:4670,1,9,iBooks,4,2001,,George R.R. Martin,3.86,2:231,5:1158,0743423917,3:1199,aces high wild cards 2,duplicate_title
91979,"Down and Dirty (Wild Cards, #5)",1:14,592,4:698,total:1711,7,1,iBooks,5,2003,,George R.R. Martin,3.88,2:64,5:452,0743445449,3:483,down and dirty wild cards 5,duplicate_title
92005,"The Shaping of Middle-Earth (The History of Middle-Earth, #4)",1:26,400,4:827,total:2633,5,6,Houghton Mifflin Company,42,2002,eng,J.R.R. Tolkien,4.01,2:110,5:996,0261102184,3:674,the shaping of middle earth the history of middle earth 4,duplicate_title
92009,Naomi,1:8,359,4:78,total:272,1,4,Leisure Books,19,2001,,Douglas Clegg,3.39,2:46,5:45,0843948574,3:95,naomi,duplicate_title
92022,J.R.R. Tolkien: Architect of Middle Earth: A Biography,1:11,200,4:153,total:495,10,7,Running Press,5,2002,,Daniel Grotta,3.85,2:37,5:163,0762413379,3:131,j r r tolkien architect of middle earth a biography,duplicate_title
92034,Unfinished Tales of Númenor and Middle-earth,1:377,507,4:10900,total:28944,12,9,Del Rey/Ballantine Books,57,1988,eng,J.R.R. Tolkien,3.95,2:1487,5:9355,0345357116,3:6825,unfinished tales of numenor and middle earth,duplicate_title
92052,Good Moon Rising,1:42,244,4:328,total:1129,19,7,iUniverse,34,2005,,Nancy Garden,3.8,2:93,5:376,0595347673,3:290,good moon rising,duplicate_title
92095,Galilee,1:0,510,4:1,total:4,1,7,Continuum,1,1998,,Seán Freyne,3.25,2:0,5:0,0567086275,3:3,galilee,duplicate_title
92099,The Diary of Ellen Rimbauer: My Life at Rose Red,1:299,252,4:2724,total:9122,6,6,Hodder & Stoughton,13,2002,en-GB,Ridley Pearson,3.68,2:937,5:2489,0340825588,3:2673,the diary of ellen rimbauer my life at rose red,duplicate_title
92111,Message in a Bottle,1:0,352,4:2,total:7,1,1,Free Press,1,1997,,Jefferson A. Singer,4.43,2:0,5:4,0684827204,3:1,message in a bottle,duplicate_title
92115,Solitude,1:0,166,4:4,total:4,1,1,Cowley Publications,1,2001,,Christopher C. Moore,4.0,2:0,5:0,1561011983,3:0,solitude,duplicate_title
92138,"The Book of D'ni (Myst, #3)",1:31,468,4:1077,total:2999,1,11,Voice,72,1998,,Rand Miller,3.95,2:169,5:1002,078688942X,3:720,the book of d ni myst 3,duplicate_title
92141,Wicked: The Life and Times of the Wicked Witch of the West  (The Wicked Years #1),1:42705,519,4:165092,total:562678,25,9,Harper,1214,2007,eng,Gregory Maguire,3.53,2:69359,5:144723,0061350966,3:140799,wicked the life and times of the wicked witch of the west the wicked years 1,duplicate_title
92152,The Owl and the Pussycat,1:79,24,4:2281,total:8061,1,9,Tundra Books,0,1986,,Edward Lear,4.2,2:332,5:3922,088776181X,3:1447,the owl and the pussycat,duplicate_title
92160,London,1:347,1152,4:9725,total:25295,29,10,Ballantine Books,1250,2002,eng,Edward Rutherfurd,4.07,2:1025,5:9537,0345455681,3:4661,london,duplicate_title
92192,Filth,1:966,400,4:8895,total:24566,11,8,Jonathan Cape,1,1998,,Irvine Welsh,3.73,2:2029,5:6472,0224052780,3:6204,filth,duplicate_title
92229,The Shining,1:21447,447,4:348362,total:1066421,1,10,Signet,4,1978,eng,Stephen King,4.22,2:33800,5:516778,0451139763,3:146034,the shining,duplicate_title
92233,Scapegoat,1:7,216,4:178,total:522,1,12,Athlone Press,0,2000,,René Girard,4.18,2:23,5:237,0485113066,3:77,scapegoat,duplicate_title
92279,Requiem for a Dream,1:1158,279,4:19863,total:53633,24,4,Marion Boyars,23,2003,eng,Hubert Selby Jr.,4.11,2:2107,5:22112,0714530875,3:8393,requiem for a dream,duplicate_title
92284,One Flew Over the Cuckoo's Nest,1:1,121,4:37,total:100,1,11,Barron's Educational Series,8,1984,,Peter Fish,4.33,2:2,5:50,0812034333,3:10,one flew over the cuckoo s nest,duplicate_title
92297,Strangers on a Train,1:1,253,4:7,total:22,1,10,Silhouette Books,3,1989,,Ruth Wind,3.59,2:2,5:5,0373095554,3:7,strangers on a train,duplicate_title
92312,Oscar Wilde,1:0,144,4:3,total:11,1,10,Peter Bedrick Books,1,1985,,Martin Fido,3.91,2:1,5:4,0872260321,3:3,oscar wilde,duplicate_title
92367,Whiteout,1:653,469,4:10274,total:28775,25,10,Signet,1160,2005,eng,Ken Follett,3.58,2:2657,5:5188,0451215710,3:10003,whiteout,duplicate_title
